10,20,30,40,50,60,70,80,100,130,220,240,280,300,320,340,360,380,400,420,500,550,620,730
6,0,7,0,0,0,0,0,0,0,696,1853,0,4733,0,37,0,168,173,323,513,1474,887,23532
0,0,0,0,0,0,0,0,0,0,750,62,0,220,0,21,0,181,169,295,0,83,3464,265
0,0,0,0,0,0,0,0,0,0,1323,0,0,0,0,90,0,234,113,507,0,82,1485,1569
0,0,0,0,0,0,0,0,0,0,92,2304,0,67,0,0,0,0,1234,119,103,330,5138,4167
93,89,16,4,178,0,108,13,47,313,89,164,0,1131,187,19,0,491,167,233,0,9216,802,19800
0,0,0,0,256,0,0,0,0,0,1299,167,0,0,3674,29,0,170,275,544,5761,11141,1199,74076
0,0,0,0,0,0,0,0,0,0,317,3529,0,0,85,73,0,0,419,0,11673,7614,3229,32372
0,0,0,0,0,0,32,0,0,0,219,0,0,0,4,0,0,0,0,0,0,350,520,11773
0,21,0,0,0,0,10,0,0,0,676,5751,0,335,601,16,0,2,481,1,0,2250,2885,13955
108,0,0,0,45,0,227,245,37,0,736,63940,0,248,173,33,0,199,238,281,2524,12908,3244,9373
0,0,0,0,0,0,0,0,0,0,0,3519,0,0,0,0,0,0,0,0,0,0,0,876
0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,381,0,0,1915,2948,415
0,0,0,0,0,0,0,0,0,0,2261,0,0,0,0,113,0,1125,1531,1022,0,0,2221,0
0,0,0,0,0,0,0,0,0,0,0,3209,0,0,0,0,0,0,0,0,390,0,43,18481
0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,916,729,1928
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,532,38141
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3528,0,27118
328,0,0,0,0,40,1,4,42,0,30,0,0,0,0,0,0,0,0,0,0,2142,0,17562
0,0,0,0,0,0,633,0,0,0,487,6886,0,57,89,0,0,210,172,213,71580,17769,2666,2349
6275,0,20,80,404,3,27,687,802,188,990,31201,0,582,563,56,0,704,428,917,4062,369,1218,11034
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21878,1117,3046
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95003
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,211,21385
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,1162,333,10469
0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,114,0,0,2805,820,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4409
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,12704,1168,0
0,0,0,0,0,0,0,0,0,0,0,1768,0,425,0,0,0,17,0,101,0,0,0,11671
0,0,0,0,0,0,0,0,0,0,785,12870,0,0,0,0,0,220,0,156,0,0,0,16722
0,0,0,0,0,0,0,4,0,0,572,563,0,0,0,0,0,0,324,0,0,2106,2205,2588
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7022,0,0
580,14,0,0,362,35,1489,15,211,196,272,0,0,0,0,3,0,0,62,40,0,2533,120,30541
0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,931,1001,137
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,12000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184933,0,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81032
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737
0,0,0,0,0,0,0,0,0,0,1406,0,0,0,0,1,0,0,0,0,0,248,1001,43782
0,0,0,0,0,0,0,0,0,0,2583,1413,0,0,0,103,0,157,389,359,0,1963,4374,32429
0,0,0,0,0,0,0,0,0,0,89,316,0,0,0,0,0,0,0,0,0,768,105,0
13,0,18,0,0,10,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7817
0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,7940,0,41281
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9471,0,111914
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,10761
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,0,0,0,0,0,178,891,5291
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33630
0,0,0,0,0,0,0,0,0,0,875,0,0,0,0,24,0,0,0,0,0,2752,0,49322
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3016,2151,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2918,0,4479
0,0,0,0,0,0,0,0,0,0,777,166,0,0,0,0,0,0,0,0,0,752,0,18646
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17704,0,5590
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,4342,0,5658
0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,46,522,51464
